2020-06-20 15:00:18 FWD - 10.0 0.0
2020-06-20 15:00:21 FWD - 10.0 0.0
2020-06-20 15:00:25 FWD - 10.0 0.0
2020-06-20 15:00:28 FWD - 10.0 0.0
2020-06-20 15:00:31 FWD - 10.0 0.0
2020-06-20 15:00:34 FWD - 10.0 0.0
2020-06-20 15:00:37 FWD - 10.0 0.0
2020-06-20 15:00:40 FWD - 10.0 0.0
2020-06-20 15:00:43 FWD - 10.0 0.0
2020-06-20 15:00:46 FWD - 10.0 0.0
2020-06-20 15:00:49 FWD - 10.0 0.0
2020-06-20 15:00:52 FWD - 10.0 0.0
2020-06-20 15:00:55 FWD - 10.0 0.0
2020-06-20 15:00:58 FWD - 10.0 0.0
2020-06-20 15:01:01 FWD - 10.0 0.0
2020-06-20 15:01:04 FWD - 10.0 0.0
2020-06-20 15:01:07 FWD - 10.0 0.0
2020-06-20 15:01:10 FWD - 10.0 0.0
2020-06-20 15:01:13 FWD - 10.0 0.0
2020-06-20 15:01:16 FWD - 10.0 0.0
2020-06-20 15:01:19 FWD - 10.0 0.0
2020-06-20 15:01:23 FWD - 10.0 0.0
2020-06-20 15:01:26 FWD - 10.0 0.0
2020-06-20 15:01:29 FWD - 10.0 0.0
2020-06-20 15:01:32 FWD - 10.0 0.0
2020-06-20 15:01:35 FWD - 10.0 0.0
2020-06-20 15:01:38 FWD - 10.0 0.0
2020-06-20 15:01:41 FWD - 10.0 0.0
2020-06-20 15:01:44 FWD - 10.0 0.0
2020-06-20 15:01:47 FWD - 10.0 0.0
2020-06-20 15:01:50 FWD - 10.0 0.0
2020-06-20 15:01:53 FWD - 10.0 0.0
2020-06-20 15:01:56 FWD - 10.0 0.0
2020-06-20 15:01:59 FWD - 10.0 0.0
2020-06-20 15:02:02 FWD - 10.0 0.0
2020-06-20 15:02:05 FWD - 10.0 0.0
2020-06-20 15:02:08 FWD - 10.0 0.0
2020-06-20 15:02:11 FWD - 10.0 0.0
2020-06-20 15:02:14 FWD - 10.0 0.0
2020-06-20 15:02:17 FWD - 10.0 0.0
2020-06-20 15:02:21 FWD - 10.0 0.0
2020-06-20 15:02:24 FWD - 10.0 0.0
2020-06-20 15:02:27 FWD - 10.0 0.0
2020-06-20 15:02:30 FWD - 10.0 0.0
2020-06-20 15:02:33 FWD - 10.0 0.0
2020-06-20 15:02:36 FWD - 10.0 0.0
2020-06-20 15:02:39 FWD - 10.0 0.0
2020-06-20 15:02:42 FWD - 10.0 0.0
2020-06-20 15:02:45 FWD - 10.0 0.0
2020-06-20 15:02:48 FWD - 10.0 0.0
2020-06-20 15:02:51 FWD - 10.0 0.0
2020-06-20 15:02:54 FWD - 10.0 0.0
2020-06-20 15:02:57 FWD - 10.0 0.0
2020-06-20 15:03:00 FWD - 10.0 0.0
2020-06-20 15:03:03 FWD - 10.0 0.0
2020-06-20 15:03:06 FWD - 10.0 0.0
2020-06-20 15:03:09 FWD - 10.0 0.0
2020-06-20 15:03:12 FWD - 10.0 0.0
2020-06-20 15:03:15 FWD - 10.0 0.0
2020-06-20 15:03:18 FWD - 10.0 0.0
2020-06-20 15:03:22 FWD - 10.0 0.0
2020-06-20 15:03:25 FWD - 10.0 0.0
