2020-06-20 15:03:28 FWD - 10.0 0.0
2020-06-20 15:03:31 FWD - 10.0 0.0
2020-06-20 15:03:34 FWD - 10.0 0.0
2020-06-20 15:03:37 FWD - 10.0 0.0
2020-06-20 15:03:40 FWD - 10.0 0.0
2020-06-20 15:03:43 FWD - 10.0 0.0
2020-06-20 15:03:49 FWD - 10.0 0.0
2020-06-20 15:03:52 FWD - 10.0 0.0
2020-06-20 15:03:55 FWD - 10.0 0.0
2020-06-20 15:03:58 FWD - 10.0 0.0
2020-06-20 15:04:01 FWD - 10.0 0.0
2020-06-20 15:04:04 FWD - 10.0 0.0
2020-06-20 15:04:07 FWD - 10.0 0.0
2020-06-20 15:04:10 FWD - 10.0 0.0
2020-06-20 15:04:13 FWD - 10.0 0.0
2020-06-20 15:04:16 FWD - 10.0 0.0
2020-06-20 15:04:20 FWD - 10.0 0.0
2020-06-20 15:04:23 FWD - 10.0 0.0
2020-06-20 15:04:26 FWD - 10.0 0.0
2020-06-20 15:04:29 FWD - 10.0 0.0
2020-06-20 15:04:32 FWD - 10.0 0.0
2020-06-20 15:04:35 FWD - 10.0 0.0
2020-06-20 15:04:38 FWD - 10.0 0.0
2020-06-20 15:04:41 FWD - 10.0 0.0
2020-06-20 15:04:44 FWD - 10.0 0.0
2020-06-20 15:04:47 FWD - 10.0 0.0
2020-06-20 15:04:50 FWD - 10.0 0.0
2020-06-20 15:04:53 FWD - 10.0 0.0
2020-06-20 15:04:56 FWD - 10.0 0.0
2020-06-20 15:04:59 FWD - 10.0 0.0
2020-06-20 15:05:02 FWD - 10.0 0.0
2020-06-20 15:05:05 FWD - 10.0 0.0
2020-06-20 15:05:08 FWD - 10.0 0.0
2020-06-20 15:05:11 FWD - 10.0 0.0
2020-06-20 15:05:14 FWD - 10.0 0.0
2020-06-20 15:05:18 FWD - 10.0 0.0
2020-06-20 15:05:21 FWD - 10.0 0.0
2020-06-20 15:05:24 FWD - 10.0 0.0
2020-06-20 15:05:27 FWD - 10.0 0.0
2020-06-20 15:05:30 FWD - 10.0 0.0
2020-06-20 15:05:33 FWD - 10.0 0.0
2020-06-20 15:05:36 FWD - 10.0 0.0
2020-06-20 15:05:39 FWD - 10.0 0.0
2020-06-20 15:05:42 FWD - 10.0 0.0
2020-06-20 15:05:45 FWD - 10.0 0.0
2020-06-20 15:05:48 FWD - 10.0 0.0
2020-06-20 15:05:51 FWD - 10.0 0.0
2020-06-20 15:05:54 FWD - 10.0 0.0
2020-06-20 15:05:57 FWD - 10.0 0.0
2020-06-20 15:06:00 FWD - 10.0 0.0
2020-06-20 15:06:03 FWD - 10.0 0.0
2020-06-20 15:06:06 FWD - 10.0 0.0
2020-06-20 15:06:09 FWD - 10.0 0.0
2020-06-20 15:06:12 FWD - 10.0 0.0
2020-06-20 15:06:16 FWD - 10.0 0.0
2020-06-20 15:06:19 FWD - 10.0 0.0
2020-06-20 15:06:22 FWD - 10.0 0.0
2020-06-20 15:06:25 FWD - 10.0 0.0
2020-06-20 15:06:31 FWD - 10.0 0.0
2020-06-20 15:06:34 FWD - 10.0 0.0
2020-06-20 15:06:40 FWD - 10.0 0.0
2020-06-20 15:06:43 FWD - 10.0 0.0
2020-06-20 15:06:46 FWD - 10.0 0.0
2020-06-20 15:06:49 FWD - 10.0 0.0
2020-06-20 15:06:52 FWD - 10.0 0.0
2020-06-20 15:06:55 FWD - 10.0 0.0
2020-06-20 15:06:58 FWD - 10.0 0.0
